
Uitsig  HS

Lammers 3 - Static 2,10.100.2.20,,
Lammers 3 - Static 3,10.100.2.21,,
BW_lam3_Sec_E_Onder2,10.100.2.46,,

Lammers 2

Name,Ip,Model,Clients
lammers2,10.100.1.129,CCR1009-8G-1S-1S+,44
 BW-LAM2-SEC-SOUTH,10.100.1.133,Rocket M5,
  BW-LAM2-SEC-SE,10.100.1.135,Rocket M5,
  BW-LAM2-SEC-WEST,10.100.1.134,Rocket M5,
 BW-LAM2-SEC-EAST,10.100.1.132,Rocket M5,
Lammers2 - MK1-AP,10.100.31.34,0,
Lammers 2 PM,10.100.1.22,,
Lammers 2 - Static 1,10.100.1.19,,
Lammers 2 - Static 2,10.100.1.20,,
Lammers 2 - Static 3,10.100.1.21,,

Lammers 4

Name,Ip,Model,Clients
Lammers4,10.100.4.129,CCR1009-8G-1S-1S+,73
 BW-LAM4-SEC-SW-BO,10.100.4.135,Rocket M5 Titanium,
 BW-LAM4-SECT-SE-BO,10.100.4.134,Rocket M5 Titanium,
 BW-LAM4-SEC-NE-BO,10.100.4.133,Rocket M5 Titanium,
 BW-LAM4-SECT-SE-ONDER,10.100.4.132,Rocket M5 Titanium,
 BW-LAM4-SECT-NE-ONDER,10.100.4.131,Rocket M5 Titanium,
 BW-LAM4-FP-SE,10.100.4.139,Rocket M5 Titanium,
 BW-LAM4-WATERLAKE,10.100.96.11,0,
Kevin Gast P2P,10.100.4.146,PowerBeam M5,
Lammers 4 - Farmin East-AP,10.100.73.10,0,
Lammers 4 - Farmin East-Station,10.100.73.11,0,
Lammers 4 - Waterlake-Station,10.100.96.12,0,
Lammers 4 - Boardwalk-AP,10.101.5.2,0,
Lammers 4 Pm,10.100.4.23,n/a,
Lammers 4 - Static 1,10.100.4.19,,
Lammers 4 - Static 2,10.100.4.20,,
Lammers 4 - Static 3,10.100.4.21,,

Carina HS

Name,Ip,Model,Clients
TFWB_Carina,10.100.40.129,CCR1009-8G-1S-1S+,19
 TFBW-Carina-SEC-W,10.100.40.134,Rocket M5 Titanium,
 TFBW-Carina-SEC-S,10.100.40.133,Rocket M5 Titanium,
 TFBW-Carina-SEC-E,10.100.40.132,Rocket M5 Titanium,
TFBW-Carina-SEC-N,10.100.40.131,Rocket M5 Titanium,
 TFWB-Constantia-AC-to-Carina,10.100.40.10,0,
Carina_PM,10.100.40.135,0,
Carina to Schanskop,10.105.38.10,,

Vibro Laudium HS

Name,Ip,Model,Clients
Vibro Laudium HS,10.100.20.129,CCR1009-8G-1S,10
 vibro-south,10.100.20.131,Rocket M5,
 BW-BH-LAUDIUM-VIBRO,10.100.20.42,Rocket M5 Titanium,
Vibro-Laudium_PM,10.100.20.139,0,
Vibro - CBD-AP,10.100.20.10,0,

Polaris HS

Name,Ip,Model,Clients
Waterkloof HS Polaris Ave RB2011 (192.168.30.187),10.100.9.129,RB2011UiAS-2HnD,5
 WKF- WEST,10.100.9.136,Rocket M5,
 Bronwisp Sector WKF-SE,10.100.9.134,Rocket M5,
 WKF - EAST,10.100.9.133,Rocket M5,
Polaris - Centlake-AP,10.100.11.10,0,
Polaris - Tulip-Station,10.100.15.11,0,
Polaris - FGL5-Station,10.100.9.11,0,

Fokken Hoog

Name,Ip,Model,Clients

Olympus EXT HS1

Name,Ip,Model,Clients
MikroTik Olympus Ext.,10.100.24.129,RB2011UiAS,14
 WISPSA-OLYE-SECTOR3,10.100.24.133,Rocket M5,
 WISPSA-OLYE-SECTOR2,10.100.24.132,Rocket M5,
 BH-OLYM-LK2,10.100.24.10,Rocket M5,
 WISPSA-OLYE-SECTOR1,10.100.24.131,Rocket M5 Titanium,
 WISPSA-OLYE-SECTOR4,10.100.24.134,Rocket M5 Titanium,
Olympus Ext PM,10.100.24.139,0,

Oppikoppie HS

Name,Ip,Model,Clients

Muniforum 

Name,Ip,Model,Clients
Muniforum-PM,10.250.22.108,0,
Muniforum - Static 1,10.250.22.107,,

Rykor HS

Name,Ip,Model,Clients
MikroTik Rykor,10.100.12.129,RB2011UiAS,15
 RYKOR-TO-DONKERHOEK,10.100.12.135,Rocket M5,
 BW-RYK-SEC-S,10.100.12.134,Rocket M5,
 BW-RYK-SEC-W,10.100.12.133,Rocket M5,
 BW-RYK-SEC-E,10.100.12.132,Rocket M5,
 BW-RYK-SEC-N,10.100.12.131,Rocket M5,
 Rykor-To-Savanna,10.100.12.137,0,
RYKOR PM,10.100.12.139,,

Constantia Park HS

Name,Ip,Model,Clients
Constantia_Park,10.100.49.129,CCR1009-8G-1S,72
 TFWB-Constantiapark-Sec-4,10.100.49.134,Rocket M5 Titanium,
 TFWB-Constantiapark-Sec-5,10.100.49.136,Rocket M5 Titanium,
 TFWB-Constantiapark-Sec-3,10.100.49.133,Rocket M5 Titanium,
 TFWB-Constantiapark-Sec-2,10.100.49.132,Rocket M5 Titanium,
 TFWB-Constantiapark-Sec-1,10.100.49.131,Rocket M5 Titanium,
 TFWB-Constantiapark-Sec-6,10.100.49.138,Rocket M5 Titanium,
Constantiapark-PM,10.248.8.133,0,
Laeveld - Constantia-AP,10.100.14.34,0,
Constantiapark - Static 1,10.250.23.139,,
Constantiapark - PTZ,10.250.23.140,,

Olympus Main HS

Name,Ip,Model,Clients
MikroTik Olympus Main,10.100.23.129,RB2011UiAS,20
 BW-OLYM-OOS,10.100.23.134,Rocket M5,
 WISPSA-OLYM-SECTOR3,10.100.23.133,Rocket M5,
 UBNT-WISPSA-OLYM-SECTOR2,10.100.23.132,Rocket M5,
 WISPSA-OLYM-SECTOR1,10.100.23.131,Rocket M5,
 FR HS-OLY,10.100.23.10,Rocket M5,
Olympus Main_PM,10.100.23.138,0,
OlympusM - French-Station,10.100.23.11,0,

Pretoria Oos Hospitaal

Name,Ip,Model,Clients
TFWB-Pretoria-East,10.100.78.129,RB2011UiAS,20
 BW-PTAHSP-WEST,10.100.78.134,Rocket M5 Titanium,
 BW-PTAHSP-EAST,10.100.78.133,Rocket M5 Titanium,
 BW-PTAHSP-SOUTH,10.100.78.132,Rocket M5 Titanium,
 PTA East Sector N,10.100.78.131,Rocket M5 Titanium,

Erasmusrand HS

Name,Ip,Model,Clients
Erasmusrand,10.100.48.129,CCR1009-8G-1S,54
 TFWB-Erasmusrand-Sec-2-E,10.100.48.132,Rocket M5 Titanium,
 TFWB-Sec-1-N,10.100.48.131,Rocket M5 Titanium,
 TFWB-Sec-4-S,10.100.48.134,Rocket M5 Titanium,
 TFWB-Erasmusrand-Sec-3-W,10.100.48.133,Rocket M5 Titanium,
 TFWB-Erasmusrand-Sec5-SW,10.100.48.136,Rocket M5 Titanium,
 Constantia-Erasmusrand,10.100.48.10,0,
Erasmusrand-PM,10.250.23.126,0,
Erasmusrand - Static 1,10.250.23.123,,

French Street HS

Name,Ip,Model,Clients
MikroTik Freanch,10.100.35.129,RB2011UiAS,31
 WISPSA-MOR-SECTOR-5,10.100.35.135,Rocket M5,
 WISPSA-MOR-SECTOR-4,10.100.35.134,Rocket M5,
 WISPSA-MOR-SECTOR-3,10.100.35.133,Rocket M5,
 WISPSA-MOR-SECTOR-2,10.100.35.132,Rocket M5,
 WISPSA-MOR-SECTOR-1,10.100.35.131,Rocket M5,
FRCH_PM,10.100.35.139,0,

Mooikloof 1

Name,Ip,Model,Clients
Mooikloof 1,10.100.25.129,RB1200,46
 UBNT SEC E MK ,10.100.25.133,Rocket M5,
 UBNT SEC W MK ,10.100.25.131,Rocket M5,
 UBNT SEC N MK ,10.100.25.134,Rocket M5,
 UBNT SEC S MK ,10.100.25.132,Rocket M5,
MK1_PM,10.100.25.139,0,
Lammers2 - MK1-Station,10.100.31.35,0,
MK1 - MK2-Station,10.100.26.11,0,

Elardus Park HS

Name,Ip,Model,Clients
TFWB_ElardusPark,10.100.51.129,CCR1009-8G-1S-1S+,51
 TFWB-ElardusPark-Sec4,10.100.51.134,Rocket M5 Titanium,
 TFWB-ElardusPark-Sec3,10.100.51.133,Rocket M5 Titanium,
 TFWB-ElardusPark-Sec2,10.100.51.132,Rocket M5 Titanium,
 TFWB-ElardusPark-Sec1,10.100.51.131,Rocket M5 Titanium,
 TFWB-Castle-Elarduspark-Rocket,10.100.51.10,Rocket M5 Titanium,
ELdusPrk-PM,10.100.51.23,0,
ElardusPark -Static Cam 1,10.100.51.19,,
ElardusPark Toughswitch Cameras,10.100.51.18,,

Lyttelton HS

Name,Ip,Model,Clients
BW Lyttelton HS,10.100.6.129,CCR1009-8G-1S,38
 TFWB-Lyttleton-Sec4-W,10.100.6.134,Rocket M5 Titanium,
 TFWB-Lyttelton-Sec3-S,10.100.6.133,Rocket M5 Titanium,
 TFWB-Lyttleton-Sec1-N,10.100.6.131,Rocket M5 Titanium,
 TFWB-Lyttleton-Sec2-E,10.100.6.132,Rocket M5 Titanium,
 PTP-Lyttleton-Emile Vader,10.100.6.163,0,
 Gerhard Street Estate @Lytt,10.100.6.34,Rocket M5,
LYTT-PM,10.250.17.70,0,
Lyttleton - Aspen-AP,10.100.6.11,0,
Lyttleton - Vodacom-Station,10.100.50.11,0,
Lyttleton Static 2,10.250.17.67,,

Zwavelspoort HS

Name,Ip,Model,Clients

Mooikloof 2

Name,Ip,Model,Clients
Mooikloof 2 HS,10.100.26.129,RB2011UiAS,38
 MK2 EAST Sector 1,10.100.26.133,Rocket M5,
 mK2-SEctor north,10.100.26.131,Rocket M5 Titanium,
 MK2 WEST Sector 2,10.100.26.136,Rocket M5,
 MK2 South,10.100.26.135,Rocket M5,
 TFWB-Elarduspark - Mooikloof 2 - AC,10.100.26.34,0,
MK1 - MK2-AP,10.100.26.10,0,

Bakenkop HS

Name,Ip,Model,Clients
BAKENKOP-PM,10.250.4.247,0,
Bakenkop - Static 1,10.250.4.243,,
Bakenkop - Static 2,10.250.4.244,,
Bakenkop - PTZ,10.250.4.245,,

Vodacom

Name,Ip,Model,Clients
Vodacom - Techinc,10.100.50.129,RB2011UiAS,3
 BW-AV-Sec-N,10.100.50.132,Rocket M5 Titanium,
 BW-AV-Sec-S,10.100.50.131,Rocket M5 Titanium,
 TFWB-lyttelton-to-AV,10.100.50.10,0,

Brakfontein HS

Name,Ip,Model,Clients
BW Brakfontein HS,10.100.83.129,CCR1009-8G-1S,31
 TFWB-SEC-4-W,10.100.83.134,Rocket M5 Titanium,
 TFWB-SEC-3-S,10.100.83.133,Rocket M5 Titanium,
 TFWB-SEC-2-E,10.100.83.132,Rocket M5 Titanium,
 TFWB-SEC-1-N,10.100.83.131,Rocket M5 Titanium,
Brakfontein - Wrapsa-Station,10.100.28.11,0,

Wrapsa HS

Name,Ip,Model,Clients
WRAPSA HS,10.100.28.129,RB2011iLS,2
Wrapsa-Sector-S,10.100.28.131,Rocket M5,
 Wrapsa-Sector-N,10.100.28.133,Rocket M5,
Wrapsa-Sector-E,10.100.28.132,Rocket M5,
 WRAPSA BACKUP LINK,10.100.28.10,0,
WRAPSA PM,10.100.28.138,,
Wrapsa - STG-Station,10.100.27.35,0,

Amberfield HS

Name,Ip,Model,Clients
TFWB_Amberfield,10.100.57.129,CCR1009-8G-1S,22
 TFWB-Amberfield_BW-TFW-Sect-W,10.100.57.136,Rocket M5 Titanium,
 TFWB-Amberfield_BW-TFW-Sect-S,10.100.57.135,Rocket M5 Titanium,
 TFWB-Amberfield-Sect-E,10.100.57.133,Rocket M5 Titanium,
 TFWB-Amberfield_BW-TFW-Sect-N,10.100.57.131,Rocket M5 Titanium,
 TFWB-Amberfield_Sec-W-Louisa Park,10.100.57.134,Rocket M5 Titanium,
 BW-P2P-Amber-Valley,10.100.57.158,Rocket M5 Titanium,
AMB-PM,10.250.17.39,0,
Amberfield TS Cameras,10.250.17.34,,
Amberfield Static Camera 1,10.250.17.35,,
Amberfield Static Camera 2,10.250.17.36 ,,

Tulip HS

Name,Ip,Model,Clients
Tulip HS Mikrotik,10.100.15.129,RB2011iLS,11
 BW-TULIP-WEST,10.100.15.136,Rocket M5,
 BW-TULIP-SOUTH,10.100.15.135,Rocket M5,
 BW-TULIP-EAST,10.100.15.133,Rocket M5,
 BW-TULIP-NORTH,10.100.15.131,Rocket M5,
TULIP_PM,10.100.15.138,0,
Polaris - Tulip-AP,10.100.15.10,0,

Bronkhorstbaai

Name,Ip,Model,Clients
Bornkhorstbaai HS,10.100.89.129,RB2011UiAS,7
 BW-BH-BRONKSPRUIT-BRONKBAAI,10.100.89.10,Rocket M5 Titanium,
 TFWB-BRONKBAAI-SEC-2-SW,10.100.89.132,Rocket M5 Titanium,
 TFWB-BRONKBAAI-SEC-1-E,10.100.89.131,Rocket M5 Titanium,

Mnandi HS

Name,Ip,Model,Clients
Mnandi,10.100.54.129,CCR1009-8G-1S,16
 TFWB-Mnandi BW-TFW-Sect-W,10.100.54.134,Rocket M5 Titanium,
 TFWB-Mnandi-Sec2,10.100.54.132,Rocket M5 Titanium,
 TFWB-Mnandi-SEC-W,10.100.54.250,Rocket M5,
 TFWB-Mnandi-Sec1,10.100.54.131,Rocket M5 Titanium,
MNANDI_PM,10.100.54.136,0,
Mnandi Static 1,10.100.54.19,,

St Georges HS

Name,Ip,Model,Clients
MikroTik St. Gorges,10.100.27.129,RB2011UiAS,24
 STG-WRAPSA,10.100.27.34,Rocket M5,
 BW-STGEORGE-SEC-SE,10.100.27.136,Rocket M5 Titanium,
 BW-STG-SEC-S,10.100.27.134,Rocket M5 Titanium,
 BW-St George Sec-NW,10.100.27.132,Rocket M5 Titanium,
 BW-St George Sec-1,10.100.27.131,Rocket M5 Titanium,
STG_PM,10.100.27.137,0,

Rooihuiskraal HS

Name,Ip,Model,Clients
BW_Rooihuiskraal,10.100.90.129,CCR1009-8G-1S,5
 TFWB-Rooihuiskraal-Sect-S,10.100.90.131,Rocket M5 Titanium,
 TFWB-Rooihuiskraal-Sec-NNE,10.100.90.133,Rocket M5 Titanium,
 TFWB-Rooihuiskraal-Sec-SW,10.100.90.132,Rocket M5 Titanium,
ROOIHUISKRAAL-PM,10.250.17.119,0,
Rooihuiskraal - Static 1,10.250.17.115,,
Rooihuiskraal - Static 2,10.250.17.116,,
Rooihuiskraal - PTZ,10.250.17.117,,

Kusile

Name,Ip,Model,Clients
Kusile,10.100.56.129,CCR1036-8G-2S+,10
 BW-Kusile-Sec3,10.100.56.133,Rocket M5 Titanium,
BW-Kusile-Sec1,10.100.56.132,Rocket M5 Titanium,
 BW-Kusile-Sec2,10.100.56.131,Rocket M5 Titanium,
Kusile PM,10.100.56.137,0,

Gomes HS

Name,Ip,Model,Clients
Gomes,10.100.55.129,RB2011iLS,2
 UBNT-TFWB-Gom-Sect_SE,10.100.55.137,Rocket M5 Titanium,
 UBNT-TFWB-Gom-Sect_SW,10.100.55.134,Rocket M5 Titanium,
Gomes_PM,10.100.55.138,0,

Bronbergcastle

Name,Ip,Model,Clients
 Titanium SE,192.168.31.13,Rocket M5 Titanium,
 BW-C-P-S3,10.99.7.3,Rocket M5,
 BW-C-P-S5,10.99.7.4,Rocket M5,
 BW-C-SECT-W-06,10.99.4.8,Rocket M5,
 BW-C-SECT-W-05,10.99.4.7,Rocket M5,
 BW-C-SECT-W-04,10.99.4.6,Rocket M5,
 BW-C-SECT-W-03,10.99.4.5,Rocket M5,
 BW-C-SECT-W-01,10.99.4.3,Rocket M5,
 BW-C-SECT-S-03,10.99.7.7,Rocket M5,
 BW-C-SECT-S-01,10.99.7.5,Rocket M5,
 Titan-West-4,192.168.49.120,Rocket M5,
 BW-C-S-E3,10.99.6.4,Rocket M5 Titanium,
 BW-C-P-E1,10.99.6.3,Rocket M5,
 BW-T-Voip-W1,10.100.88.135,Rocket M5,
 BW-C-SECT-E-04,10.99.6.5,Rocket M5 Titanium,
 BW-C-SECT-W-02,10.99.4.4,Rocket M5,
 C-MK-NEW,192.168.30.97,Rocket M5 Titanium,
Google,8.8.4.4,0,
 Titan South 1,10.99.7.8,Rocket M5 Titanium,
TESt,8.8.8.8,0,
 BronWisp-North-1-STICTLY MIKROTIKS,10.99.3.30,Rocket M5 Titanium,
 www.herotel.co.za/CSL-N3,10.99.3.13,Rocket M5 Titanium,
 45deg sector,10.99.3.12,Rocket M5 Titanium,
 BW-C-SECT-N-07,10.99.3.10,Rocket M5 Titanium,
 BW-C-SECT-N-06,10.99.3.9,Rocket M5 Titanium,
 UBNT - BW-C-SECT-N-05,10.99.3.8,Rocket M5 Titanium,
 UBNT - BW-C-SECT-N-04,10.99.3.7,Rocket M5 Titanium,
 UBNT - BW-C-SECT-N-03,10.99.3.6,Rocket M5 Titanium,
 UBNT - BW-C-SECT-N-02,10.99.3.5,Rocket M5 Titanium,
 UBNT - BW-C-SECT-N-01,10.99.3.4,Rocket M5 Titanium,
 BW-C-SECT-N-00,10.99.3.3,Rocket M5 Titanium,
tier 4,172.26.0.129,CCR1036-12G-4S,0
Core Neotel Router,10.99.0.117,CCR1072-1G-8S+,1
BW-Kantoor,10.99.0.74,CCR1009-8G-1S,7
Main IPIP / PPPOE Concentrator,10.99.0.182,CCR1016-12G,17
New Castle Sectors Tilera,10.99.3.1,CCR1016-12S-1S+,170
Castle Top Backhaul Switch,10.99.1.126,CRS125-24G-1S,0
Core 1,10.99.0.2,CCR1036-12G-4S,0
PenultimateCore,10.99.0.118,CCR1072-1G-8S+,0
Core 2,10.99.0.6,CCR1016-12S-1S+,0
Core3,10.99.0.54,CCR1016-12S-1S+,0
Castle - Chamboard-AP,10.100.17.10,0,
Castle - Chamboard-Station,10.100.17.11,0,
Castle - WDB-AP,10.100.21.10,0,
Castle - Rykor-Station,10.100.12.11,0,
Castle - Trophy-Station,10.100.32.11,0,
Wipronet Merging Router,10.99.10.2,CCR1036-12G-4S,13
Ultimate_COre Oppiekoppie1,10.99.0.1,CCR1016-12S-1S+,0
Core5,10.99.10.1,CCR1036-12G-4S,1

Pieter Delport / Meintjieskop

Name,Ip,Model,Clients
BW-Pieter delport,10.100.5.129,CCR1009-8G-1S,54
 TFWB-PieterDP-SEC5-NE,10.100.5.136,Rocket M5 Titanium,
 TFWB-PieterDP-Sec4-SE,10.100.5.134,Rocket M5 Titanium,
 TFWB-PieterDP-Sec2-NE,10.100.5.132,Rocket M5 Titanium,
 TFWB-PieterDP-Sec1-NW,10.100.5.131,Rocket M5 Titanium,
 TFWB-PieterDP-Sec3-S,10.100.5.133,Rocket M5 Titanium,
 Twin City Prism,10.100.5.18,0,
MEINTJIESKOP-PM,10.250.4.134,0,
Pieter Delport - CBD-Station,10.100.5.11,0,
Meintjieskop - Static 1,10.250.4.131,,
Meintjieskop - PTZ,10.250.4.132,,
TFWB-PieterDP-SEC1-N45,10.100.5.248,,

Groenkloof / Klapperkop

Name,Ip,Model,Clients
TFWB-Groenkloof-Mikrotik2011,10.100.16.129,CCR1009-8G-1S,35
 TFWB-Groenkloof-Sec1,192.168.81.3,Rocket M5,
 TFWB-Groenkloof-Sec-NW-2,192.168.81.8,Rocket M5 Titanium,
 TFWB-Groenkloof-Sec-N-2,192.168.81.7,Rocket M5 Titanium,
 TFWB-Groenkloof-Sec3,192.168.81.5,Rocket M5 Titanium,
 TFWB-Groenkloof-Sec-NE,192.168.81.4,Rocket M5,
 Prism CBD - Groenkloof,10.100.16.10,0,
GRN-KLF_PM,10.250.17.14,0,

MenloPark / Lynwood

Name,Ip,Model,Clients
Menlopark,10.100.42.129,CCR1009-8G-1S,87
 TFWB-P2P-MMM-PRO,10.100.42.215,Rocket M5 Titanium,
 TFWB-Menlo-Sect-NW,10.100.42.137,Rocket M5 Titanium,
 TFWB-Menlo-VoipSect-SE,10.100.42.136,Rocket M5,
 TFWB-Menl-Sect-S,10.100.42.135,Rocket M5 Titanium,
 TFWB-Menl-Sect-SE,10.100.42.134,Rocket M5 Titanium,
 TFWB-Menl-Sect-E,10.100.42.133,Rocket M5 Titanium,
 TFWB-Menl-Sect-NE,10.100.42.132,Rocket M5 Titanium,
 TFWB-Menl-Sect-N,10.100.42.131,Rocket M5 Titanium,
LYNNWOOD-PM,10.250.5.126,0,
Lammers 1 - MenloPark-Station,10.100.42.37,0,
Lynwood - Static 1,10.250.5.123,,
Lynwood - PTZ,10.250.5.124,,

Bronbergcastle Server room

Name,Ip,Model,Clients

Sandvlakte

Name,Ip,Model,Clients

Greenstone

Name,Ip,Model,Clients
Greenstone Block 18,10.102.2.17,RB2011UiAS,2
Greenstone Block 23,10.102.2.97,RB2011UiAS,3
Greenstone Block 24,10.100.132.154,RB2011UiAS,3
Greenstone Block 78,10.10.97.161,RB2011UiAS,5
Greenstone Block 22 ,10.102.2.81,RB2011UiAS,1
Greenstone Block 3,10.102.1.33,RB2011UiAS,3
Greenstone Block 2,10.100.132.132,RB2011UiAS,3
Greenstone Block 1,10.102.1.1,RB2011UiAS,1
Greenstone Block 6,10.102.1.81,RB2011UiAS,2
Greenstone Block 26,10.100.132.156,RB2011UiAS,7
Greenstone Block 28,10.100.132.158,RB2011UiAS,5
Greenstone Block 27,10.100.132.157,RB2011UiAS,2
Greenstone Block 21,10.102.2.65,RB2011UiAS,3
Greenstone Block 20,10.102.2.49,RB2011UiAS,5
Greenstone Block 19,10.102.2.33,RB2011UiAS,4
Greenstone Block 17,10.100.132.147,RB2011UiAS,2
Greenstone Block 16,10.100.132.146,RB2011UiAS,4
Greenstone Block 14,10.100.132.144,RB2011UiAS,2
Greenstone Block 13,10.100.132.143,RB2011UiAS,2
Greenstone Block 11,10.102.1.161,RB2011UiAS,3
Greenstone Block 10,10.100.132.140,RB2011UiAS,4
Greenstone Block 8,10.102.1.113,RB2011UiAS,1
Greenstone Block 5,10.102.1.65,RB2011UiAS,3
Greenstone Block 12,10.100.132.142,RB2011UiAS,3
Greenstone Block 9,10.102.1.129,RB2011UiAS,2
Greenstone Block 25,10.100.132.155,RB2011UiAS,5
Greenstone Block 31,10.100.132.161,RB2011UiAS,4
Greenstone Block 50,10.100.132.197,RB2011UiAS,6
Greenstone Block 51,10.100.132.198,RB2011UiAS,3
Greenstone Block 49,10.100.132.196,RB2011UiAS,1
Greenstone Block 44,10.100.132.174,RB2011UiAS,4
Greenstone Block 47,10.100.132.177,RB2011UiAS,4
Greenstone Block 40,10.100.132.170,RB2011UiAS,3
Greenstone Block 37,10.100.132.167,RB2011UiAS,4
Greenstone Block 36,10.100.132.166,RB2011UiAS,2
Greenstone Block 30,10.100.132.160,RB2011UiAS,3
Greenstone Block 35,10.100.132.165,RB2011UiAS,6
Greenstone Block 43,10.100.132.173,RB2011UiAS,2
Greenstone Block 41,10.100.132.171,RB2011UiAS,5
Greenstone Block 39,10.100.132.169,RB2011UiAS,4
Greenstone Block 15,10.100.132.145,RB2011UiAS,1
Greenstone Block 7,10.102.1.97,RB2011UiAS,3
Greenstone Block 34,10.100.132.164,RB2011UiAS,2
Greenstone Block 32,10.10.101.65,RB2011UiAS,1
Greenstone Block 33,10.100.132.163,RB2011UiAS,2
Greenstone Block 45,10.10.100.145,RB2011UiAS,3
Greenstone Block 29,10.100.132.159,RB2011UiAS,2
BW-GreenStonePM,10.100.124.254,0,
Greenstone Tilera uplink,10.10.100.113,CCR1036-12G-4S,1
Greenstone CCR Blck51-Teraco,10.100.132.9,CCR1036-8G-2S+,0
BW-BH-MAXXIS-GREENSTONE,10.100.92.11,,
GreenStone Planet Switch 1,10.100.132.130,,

Monument Park

Name,Ip,Model,Clients
BW-Monument Park HS,10.100.94.129,RB2011UiAS,7
 BW-MonuPark-Sec-W,10.100.94.134,Rocket M5 Titanium,
 BW-MonuPark-Sec-S,10.100.94.132,Rocket M5 Titanium,
 BW-MonuPark-Sec-N,10.100.94.131,Rocket M5 Titanium,
 BW-MonuPark-Sec-E,10.100.94.133,Rocket M5 Titanium,
MonPark_PM,10.100.94.135,0,

Casa Salice

Name,Ip,Model,Clients
Casa Salice Block 1,10.100.134.129,RB2011UiAS,2
Casa_Salice MK,10.100.99.129,CCR1016-12S-1S+,0

Balboa

Name,Ip,Model,Clients
Balboa Block 8,10.100.137.38,RB2011UiAS,3
Balboa Block 1,10.10.102.65,RB2011UiAS,3
BalboaHotspot,10.100.137.254,n/a,0
Balboa Block 5,10.10.104.145,RB2011UiAS,3
Balboa Block 9,10.10.104.17,RB2011UiAS,4
Balboa Block 4,10.10.104.65,RB2011UiAS,2
Balboa Block 2,10.100.137.14,RB2011UiAS,1
Balboa Block 3,10.100.137.18,RB2011UiAS,2
Balboa Block 6,10.100.137.30,RB2011UiAS,2
Balboa Block 7,10.100.137.34,RB2011UiAS,1
Balboa Block 10,10.100.137.46,RB2011UiAS,3
Balboa Block 11,10.100.137.50,RB2011UiAS,1
Balboa Block 12,10.100.137.54,RB2011UiAS,4
Balboa Block 13,10.100.137.58,RB2011UiAS,3
Balboa Block 14,10.10.104.129,RB2011UiAS,7
Balboa Block 15,10.100.137.66,RB2011UiAS,1
Balboa Block 16,10.100.137.70,RB2011UiAS,4
Balboa Block 17,10.100.137.74,RB2011UiAS,2
Balboa Block 18,10.100.137.78,RB2011UiAS,1
Balboa Block 19,10.100.137.82,RB2011UiAS,4
Balboa Block 20,10.100.137.86,RB2011UiAS,3
Balboa Block 21,10.100.137.90,RB2011UiAS,3
Balboa Server Room,10.100.137.9,CCR1016-12S-1S+,1
Balboa Block 36,10.100.137.150,RB2011UiAS,2

Urologies

Name,Ip,Model,Clients

BW-Wilgers

Name,Ip,Model,Clients

Amandasig HS

Name,Ip,Model,Clients
BW-BH-AMANDA-SAARTJIE,10.100.86.10,,

Baviaanspoort

Name,Ip,Model,Clients
Baviaans Poort,10.100.85.129,RB2011UiAS,5
 BW-BAV-SEC-NE,10.100.85.132,Rocket M5 Titanium,
 BW-BAV-SEC-W,10.100.85.134,Rocket M5 Titanium,
 BW-BAV-SEC-N,10.100.85.133,Rocket M5 Titanium,
 BW-BAV-SEC-E,10.100.85.131,Rocket M5 Titanium,
BAV_PM,10.100.85.24,0,

Sandvlakte

Name,Ip,Model,Clients

StanleyPark

Name,Ip,Model,Clients
Stanley Park Block 25,10.100.133.129,RB2011UiAS,0
Stanley Park Block 9,10.100.119.129,RB2011UiAS,2
Stanley Park Block 13,10.100.118.50,RB2011UiAS,2
Stanley Park Block 1,10.100.119.1,RB2011UiAS,3
Stanley Park Block 8,10.100.119.113,RB2011UiAS,1
Stanley Park Block 10,10.100.119.145,RB2011UiAS,1
Stanley Park Block 11,10.100.119.161,RB2011UiAS,2
Stanley Park Block 2,10.100.119.17,RB2011UiAS,3
Stanley Park Block 12,10.100.119.177,RB2011UiAS,1
Stanley Park Block 14,10.100.119.209,RB2011UiAS,0
Stanley Park Block 15,10.100.119.225,RB2011UiAS,0
Stanley Park Block 16,10.100.119.241,RB2011UiAS,1
Stanley Park Block 3,10.100.119.33,RB2011UiAS,2
Stanley Park Block 5,10.100.119.65,RB2011UiAS,1
Stanley Park Block 6,10.100.119.81,RB2011UiAS,0
Stanley Park Block 7,10.100.119.97,RB2011UiAS,0
Stanley Park Block 17,10.100.133.1,RB2011UiAS,1
Stanley Park Block 24,10.100.133.113,RB2011UiAS,1
Stanley Park Block 26,10.100.133.145,RB2011UiAS,0
Stanley Park Block 27,10.100.133.161,RB2011UiAS,0
Stanley Park Block 18,10.100.133.17,RB2011UiAS,0
Stanley Park Block 28,10.100.133.177,RB2011UiAS,0
Stanley Park Block 29,10.100.133.193,RB2011UiAS,0
Stanley Park Block 31,10.100.118.122,RB2011UiAS,0
Stanley Park Block 19,10.100.133.33,RB2011UiAS,2
Stanley Park Block 20,10.100.118.78,RB2011UiAS,0
Stanley Park Block 21,10.100.133.65,RB2011UiAS,0
Stanley Park Block 22,10.100.133.81,RB2011UiAS,0
